No,year,month,day,hour,season,PM_Taiyuanjie,PM_Xiaoheyan,Some_PM,PM_US Post,DEWP,HUMI,PRES,TEMP,cbwd,Iws,precipitation,Iprec
955,2010,2,9,18,4,NA,NA,NA,NA,-16,52.47,1027,-8,NE,1.5433,NA,NA
956,2010,2,9,19,4,NA,NA,NA,NA,-15,57.02,1027,-8,NE,3.0866,NA,NA
957,2010,2,9,20,4,NA,NA,NA,NA,-15,57.02,1027,-8,NE,4.6299,NA,NA
958,2010,2,9,21,4,NA,NA,NA,NA,-15,57.02,1027,-8,NE,6.1732,NA,NA
959,2010,2,9,22,4,NA,NA,NA,NA,-16,56.74,1028,-9,NE,7.2021,NA,NA
960,2010,2,9,23,4,NA,NA,NA,NA,-15,61.65,1028,-9,NE,8.7454,NA,NA
961,2010,2,10,0,4,NA,NA,NA,NA,-16,61.39,1028,-10,NE,9.2598,NA,NA
962,2010,2,10,1,4,NA,NA,NA,NA,-15,72.23,1028,-11,SE,0.5144,NA,NA
963,2010,2,10,2,4,NA,NA,NA,NA,-17,52.17,1028,-9,NE,3.0867,NA,NA
964,2010,2,10,3,4,NA,NA,NA,NA,-17,52.17,1028,-9,NE,5.6589,NA,NA
965,2010,2,10,4,4,NA,NA,NA,NA,-19,47.62,1029,-10,NW,3.0867,NA,NA
966,2010,2,10,5,4,NA,NA,NA,NA,-20,47.3,1029,-11,NE,2.5722,NA,NA
967,2010,2,10,6,4,NA,NA,NA,NA,-19,51.56,1030,-11,NE,4.63,NA,NA
968,2010,2,10,7,4,NA,NA,NA,NA,-20,51.25,1030,-12,NE,7.7167,NA,NA
969,2010,2,10,8,4,NA,NA,NA,NA,-20,51.25,1030,-12,NW,2.5722,NA,NA
970,2010,2,10,9,4,NA,NA,NA,NA,-20,51.25,1031,-12,NW,5.1444,NA,NA
971,2010,2,10,10,4,NA,NA,NA,NA,-19,55.87,1032,-12,NE,2.0578,NA,NA
972,2010,2,10,11,4,NA,NA,NA,NA,-19,55.87,1032,-12,NE,4.63,NA,NA
973,2010,2,10,12,4,NA,NA,NA,NA,-18,56.16,1032,-11,NE,6.6878,NA,NA
974,2010,2,10,13,4,NA,NA,NA,NA,-18,51.87,1031,-10,NE,8.7456,NA,NA
975,2010,2,10,14,4,NA,NA,NA,NA,-17,52.17,1031,-9,NE,11.3178,NA,NA
976,2010,2,10,15,4,NA,NA,NA,NA,-17,56.45,1031,-10,NE,14.9189,NA,NA
977,2010,2,10,16,4,NA,NA,NA,NA,-17,56.45,1031,-10,NE,18.52,NA,NA
978,2010,2,10,17,4,NA,NA,NA,NA,-17,56.45,1032,-10,NE,22.1211,NA,NA
979,2010,2,10,18,4,NA,NA,NA,NA,-17,61.12,1032,-11,NE,24.6933,NA,NA
980,2010,2,10,19,4,NA,NA,NA,NA,-17,61.12,1033,-11,NE,27.78,NA,NA
981,2010,2,10,20,4,NA,NA,NA,NA,-18,56.16,1034,-11,NE,29.3233,NA,NA
982,2010,2,10,21,4,NA,NA,NA,NA,-18,56.16,1034,-11,NE,31.8955,NA,NA
983,2010,2,10,22,4,NA,NA,NA,NA,-18,60.85,1033,-12,NE,34.4677,NA,NA
984,2010,2,10,23,4,NA,NA,NA,NA,-18,60.85,1033,-12,NE,36.5255,NA,NA
985,2010,2,11,0,4,NA,NA,NA,NA,-17,61.12,1035,-11,NW,1.5433,NA,NA
986,2010,2,11,1,4,NA,NA,NA,NA,-19,51.56,1035,-11,NW,4.63,NA,NA
987,2010,2,11,2,4,NA,NA,NA,NA,-20,51.25,1036,-12,NW,6.1733,NA,NA
988,2010,2,11,3,4,NA,NA,NA,NA,-21,50.94,1035,-13,NW,9.26,NA,NA
989,2010,2,11,4,4,NA,NA,NA,NA,-21,50.94,1034,-13,NW,12.3467,NA,NA
990,2010,2,11,5,4,NA,NA,NA,NA,-21,55.28,1034,-14,NE,3.6011,NA,NA
991,2010,2,11,6,4,NA,NA,NA,NA,-22,50.63,1034,-14,NE,7.7167,NA,NA
992,2010,2,11,7,4,NA,NA,NA,NA,-22,54.98,1035,-15,NE,11.3178,NA,NA
993,2010,2,11,8,4,NA,NA,NA,NA,-21,55.28,1035,-14,NE,14.9189,NA,NA
994,2010,2,11,9,4,NA,NA,NA,NA,-21,55.28,1035,-14,NE,18.0056,NA,NA
995,2010,2,11,10,4,NA,NA,NA,NA,-21,50.94,1036,-13,NE,21.0923,NA,NA
996,2010,2,11,11,4,NA,NA,NA,NA,-20,55.57,1035,-13,NE,23.6645,NA,NA
997,2010,2,11,12,4,NA,NA,NA,NA,-19,51.56,1035,-11,NE,26.7512,NA,NA
998,2010,2,11,13,4,NA,NA,NA,NA,-20,47.3,1034,-11,NE,30.3523,NA,NA
999,2010,2,11,14,4,NA,NA,NA,NA,-21,43.36,1034,-11,NW,4.1156,NA,NA
1000,2010,2,11,15,4,NA,NA,NA,NA,-22,43.03,1033,-12,NW,8.2312,NA,NA
1001,2010,2,11,16,4,NA,NA,NA,NA,-21,46.98,1033,-12,NE,3.6011,NA,NA
1002,2010,2,11,17,4,NA,NA,NA,NA,-21,50.94,1035,-13,NW,3.6011,NA,NA
1003,2010,2,11,18,4,NA,NA,NA,NA,-22,46.66,1035,-13,NE,3.6011,NA,NA
1004,2010,2,11,19,4,NA,NA,NA,NA,-22,50.63,1035,-14,NE,7.2022,NA,NA
1005,2010,2,11,20,4,NA,NA,NA,NA,-22,50.63,1035,-14,NE,9.7744,NA,NA
1006,2010,2,11,21,4,NA,NA,NA,NA,-23,42.7,1036,-13,NE,12.8611,NA,NA
1007,2010,2,11,22,4,NA,NA,NA,NA,-22,50.63,1036,-14,NE,14.9189,NA,NA
1008,2010,2,11,23,4,NA,NA,NA,NA,-22,46.66,1036,-13,NE,17.4911,NA,NA
1009,2010,2,12,0,4,NA,NA,NA,NA,-21,60.02,1036,-15,NE,19.0344,NA,NA
1010,2010,2,12,1,4,NA,NA,NA,NA,-21,60.02,1036,-15,NE,21.0922,NA,NA
1011,2010,2,12,2,4,NA,NA,NA,NA,-21,65.23,1036,-16,NE,22.1211,NA,NA
1012,2010,2,12,3,4,NA,NA,NA,NA,-22,59.74,1036,-16,NE,23.15,NA,NA
1013,2010,2,12,4,4,NA,NA,NA,NA,-22,64.97,1035,-17,SE,1.0289,NA,NA
1014,2010,2,12,5,4,NA,NA,NA,NA,-21,70.94,1035,-17,NE,1.0289,NA,NA
1015,2010,2,12,6,4,NA,NA,NA,NA,-22,64.97,1035,-17,NE,2.5722,NA,NA
1016,2010,2,12,7,4,NA,NA,NA,NA,-22,64.97,1035,-17,NE,3.0866,NA,NA
1017,2010,2,12,8,4,NA,NA,NA,NA,-21,65.23,1036,-16,NE,4.6299,NA,NA
1018,2010,2,12,9,4,NA,NA,NA,NA,-21,55.28,1036,-14,NE,6.1732,NA,NA
1019,2010,2,12,10,4,NA,NA,NA,NA,-21,50.94,1035,-13,NE,8.231,NA,NA
1020,2010,2,12,11,4,NA,NA,NA,NA,-20,51.25,1035,-12,NE,10.2888,NA,NA
1021,2010,2,12,12,4,NA,NA,NA,NA,-21,43.36,1034,-11,NE,12.3466,NA,NA
1022,2010,2,12,13,4,NA,NA,NA,NA,-21,40.04,1033,-10,NE,14.9188,NA,NA
1023,2010,2,12,14,4,NA,NA,NA,NA,-20,40.37,1032,-9,NE,17.491,NA,NA
1024,2010,2,12,15,4,NA,NA,NA,NA,-20,40.37,1031,-9,NE,20.5777,NA,NA
1025,2010,2,12,16,4,NA,NA,NA,NA,-20,43.68,1031,-10,NE,23.6644,NA,NA
1026,2010,2,12,17,4,NA,NA,NA,NA,-20,43.68,1031,-10,NE,25.7222,NA,NA
1027,2010,2,12,18,4,NA,NA,NA,NA,-22,39.71,1031,-11,NW,2.0578,NA,NA
1028,2010,2,12,19,4,NA,NA,NA,NA,-21,46.98,1031,-12,NW,4.1156,NA,NA
1029,2010,2,12,20,4,NA,NA,NA,NA,-20,51.25,1031,-12,NW,5.6589,NA,NA
1030,2010,2,12,21,4,NA,NA,NA,NA,-21,50.94,1031,-13,NE,1.0289,NA,NA
1031,2010,2,12,22,4,NA,NA,NA,NA,-20,55.57,1030,-13,NE,2.0578,NA,NA
1032,2010,2,12,23,4,NA,NA,NA,NA,-20,55.57,1030,-13,NE,2.5722,NA,NA
1033,2010,2,13,0,4,NA,NA,NA,NA,-21,65.23,1030,-16,cv,0,NA,NA
1034,2010,2,13,1,4,NA,NA,NA,NA,-21,70.94,1030,-17,SE,0.5144,NA,NA
1035,2010,2,13,2,4,NA,NA,NA,NA,-21,70.94,1030,-17,SE,1.5433,NA,NA
1036,2010,2,13,3,4,NA,NA,NA,NA,-21,70.94,1029,-17,SE,2.5722,NA,NA
1037,2010,2,13,4,4,NA,NA,NA,NA,-22,70.71,1029,-18,SE,3.0866,NA,NA
1038,2010,2,13,5,4,NA,NA,NA,NA,-22,77.02,1029,-19,SE,3.601,NA,NA
1039,2010,2,13,6,4,NA,NA,NA,NA,-22,83.96,1029,-20,SE,4.6299,NA,NA
1040,2010,2,13,7,4,NA,NA,NA,NA,-22,70.71,1029,-18,SE,5.1443,NA,NA
1041,2010,2,13,8,4,NA,NA,NA,NA,-21,70.94,1029,-17,SE,5.6587,NA,NA
1042,2010,2,13,9,4,NA,NA,NA,NA,-18,71.6,1030,-14,SW,1.0289,NA,NA
1043,2010,2,13,10,4,NA,NA,NA,NA,-17,61.12,1030,-11,SW,2.0578,NA,NA
1044,2010,2,13,11,4,NA,NA,NA,NA,-18,47.93,1029,-9,SW,3.0867,NA,NA
1045,2010,2,13,12,4,NA,NA,NA,NA,-19,40.7,1029,-8,SW,4.1156,NA,NA
1046,2010,2,13,13,4,NA,NA,NA,NA,-20,32,1028,-6,SW,5.6589,NA,NA
1047,2010,2,13,14,4,NA,NA,NA,NA,-19,32.32,1027,-5,SW,6.6878,NA,NA
1048,2010,2,13,15,4,NA,NA,NA,NA,-20,29.65,1027,-5,SW,8.2311,NA,NA
1049,2010,2,13,16,4,NA,NA,NA,NA,-19,32.32,1027,-5,SW,9.26,NA,NA
1050,2010,2,13,17,4,NA,NA,NA,NA,-19,34.88,1026,-6,SW,10.2889,NA,NA
1051,2010,2,13,18,4,NA,NA,NA,NA,-18,41.03,1027,-7,SW,11.3178,NA,NA
1052,2010,2,13,19,4,NA,NA,NA,NA,-19,40.7,1027,-8,SW,12.3467,NA,NA
1053,2010,2,13,20,4,NA,NA,NA,NA,-18,51.87,1027,-10,SW,13.3756,NA,NA
1054,2010,2,13,21,4,NA,NA,NA,NA,-18,51.87,1027,-10,SE,1.0289,NA,NA
1055,2010,2,13,22,4,NA,NA,NA,NA,-18,56.16,1027,-11,SE,2.5722,NA,NA
1056,2010,2,13,23,4,NA,NA,NA,NA,-19,51.56,1027,-11,SE,3.6011,NA,NA
1057,2010,2,14,0,4,NA,NA,NA,NA,-18,60.85,1027,-12,SE,5.1444,NA,NA
1058,2010,2,14,1,4,NA,NA,NA,NA,-19,60.58,1027,-13,SE,6.1733,NA,NA
1059,2010,2,14,2,4,NA,NA,NA,NA,-19,71.38,1027,-15,SE,6.6877,NA,NA
1060,2010,2,14,3,4,NA,NA,NA,NA,-18,65.98,1027,-13,SE,8.231,NA,NA
1061,2010,2,14,4,4,NA,NA,NA,NA,-18,60.85,1027,-12,SW,1.5433,NA,NA
1062,2010,2,14,5,4,NA,NA,NA,NA,-16,72.02,1028,-12,SW,2.5722,NA,NA
1063,2010,2,14,6,4,NA,NA,NA,NA,-16,72.02,1029,-12,SW,3.0866,NA,NA
1064,2010,2,14,7,4,NA,NA,NA,NA,-17,77.92,1030,-14,SW,4.1155,NA,NA
1065,2010,2,14,8,4,NA,NA,NA,NA,-15,78.27,1031,-12,SE,1.0289,NA,NA
1066,2010,2,14,9,4,NA,NA,NA,NA,-15,57.02,1032,-8,cv,0.5144,NA,NA
1067,2010,2,14,10,4,NA,NA,NA,NA,-18,41.03,1032,-7,NE,1.5433,NA,NA
1068,2010,2,14,11,4,NA,NA,NA,NA,-18,37.99,1032,-6,NE,3.0866,NA,NA
1069,2010,2,14,12,4,NA,NA,NA,NA,-19,34.88,1032,-6,NW,2.5722,NA,NA
1070,2010,2,14,13,4,NA,NA,NA,NA,-19,34.88,1032,-6,NW,4.1155,NA,NA
1071,2010,2,14,14,4,NA,NA,NA,NA,-17,41.35,1031,-6,NW,5.1444,NA,NA
1072,2010,2,14,15,4,NA,NA,NA,NA,-17,41.35,1031,-6,NW,7.2022,NA,NA
1073,2010,2,14,16,4,NA,NA,NA,NA,-17,41.35,1031,-6,NW,9.7744,NA,NA
1074,2010,2,14,17,4,NA,NA,NA,NA,-17,44.65,1031,-7,NW,11.3177,NA,NA
1075,2010,2,14,18,4,NA,NA,NA,NA,-17,52.17,1031,-9,NW,12.861,NA,NA
1076,2010,2,14,19,4,NA,NA,NA,NA,-18,47.93,1031,-9,NW,13.3754,NA,NA
1077,2010,2,14,20,4,NA,NA,NA,NA,-18,47.93,1032,-9,NW,14.4043,NA,NA
1078,2010,2,14,21,4,NA,NA,NA,NA,-18,65.98,1032,-13,SE,0.5144,NA,NA
1079,2010,2,14,22,4,NA,NA,NA,NA,-18,71.6,1033,-14,SW,0.5144,NA,NA
1080,2010,2,14,23,4,NA,NA,NA,NA,-18,71.6,1034,-14,SE,0.5144,NA,NA
1081,2010,2,15,0,4,NA,NA,NA,NA,-19,71.38,1034,-15,cv,0.5144,NA,NA
1082,2010,2,15,1,4,NA,NA,NA,NA,-19,77.57,1034,-16,cv,0.5144,NA,NA
1083,2010,2,15,2,4,NA,NA,NA,NA,-19,77.57,1034,-16,cv,1.0288,NA,NA
1084,2010,2,15,3,4,NA,NA,NA,NA,-20,84.23,1033,-18,cv,1.5432,NA,NA
1085,2010,2,15,4,4,NA,NA,NA,NA,-20,77.39,1033,-17,NE,0.5144,NA,NA
1086,2010,2,15,5,4,NA,NA,NA,NA,-22,70.71,1034,-18,SE,1.0289,NA,NA
1087,2010,2,15,6,4,NA,NA,NA,NA,-22,70.71,1033,-18,SE,2.0578,NA,NA
1088,2010,2,15,7,4,NA,NA,NA,NA,-23,76.84,1034,-20,SE,2.5722,NA,NA
1089,2010,2,15,8,4,NA,NA,NA,NA,-21,70.94,1034,-17,cv,0.5144,NA,NA
1090,2010,2,15,9,4,NA,NA,NA,NA,-21,46.98,1034,-12,NE,1.5433,NA,NA
1091,2010,2,15,10,4,NA,NA,NA,NA,-22,39.71,1034,-11,NE,2.5722,NA,NA
1092,2010,2,15,11,4,NA,NA,NA,NA,-21,40.04,1034,-10,NE,3.0866,NA,NA
1093,2010,2,15,12,4,NA,NA,NA,NA,-21,34.23,1034,-8,cv,0.5144,NA,NA
1094,2010,2,15,13,4,NA,NA,NA,NA,-21,34.23,1033,-8,NW,2.0578,NA,NA
1095,2010,2,15,14,4,NA,NA,NA,NA,-21,34.23,1033,-8,NW,4.63,NA,NA
1096,2010,2,15,15,4,NA,NA,NA,NA,-20,37.34,1032,-8,NW,6.1733,NA,NA
1097,2010,2,15,16,4,NA,NA,NA,NA,-20,37.34,1032,-8,NW,7.7166,NA,NA
1098,2010,2,15,17,4,NA,NA,NA,NA,-19,44.01,1032,-9,NW,9.2599,NA,NA
1099,2010,2,15,18,4,NA,NA,NA,NA,-19,51.56,1032,-11,SE,1.0289,NA,NA
1100,2010,2,15,19,4,NA,NA,NA,NA,-19,55.87,1033,-12,SE,2.0578,NA,NA
1101,2010,2,15,20,4,NA,NA,NA,NA,-19,60.58,1033,-13,SE,3.6011,NA,NA
1102,2010,2,15,21,4,NA,NA,NA,NA,-20,60.3,1033,-14,SE,4.63,NA,NA
1103,2010,2,15,22,4,NA,NA,NA,NA,-20,60.3,1033,-14,SE,5.6589,NA,NA
1104,2010,2,15,23,4,NA,NA,NA,NA,-20,71.16,1033,-16,SE,6.1733,NA,NA
1105,2010,2,16,0,4,NA,NA,NA,NA,-21,65.23,1033,-16,SE,6.6877,NA,NA
1106,2010,2,16,1,4,NA,NA,NA,NA,-20,71.16,1033,-16,SE,7.7166,NA,NA
1107,2010,2,16,2,4,NA,NA,NA,NA,-21,70.94,1033,-17,SE,8.7455,NA,NA
1108,2010,2,16,3,4,NA,NA,NA,NA,-22,70.71,1032,-18,SE,9.7744,NA,NA
1109,2010,2,16,4,4,NA,NA,NA,NA,-21,70.94,1032,-17,SE,11.3177,NA,NA
1110,2010,2,16,5,4,NA,NA,NA,NA,-22,70.71,1032,-18,SE,12.3466,NA,NA
1111,2010,2,16,6,4,NA,NA,NA,NA,-22,70.71,1032,-18,SE,13.8899,NA,NA
1112,2010,2,16,7,4,NA,NA,NA,NA,-21,70.94,1032,-17,SE,14.9188,NA,NA
1113,2010,2,16,8,4,NA,NA,NA,NA,-20,60.3,1033,-14,SE,15.9477,NA,NA
1114,2010,2,16,9,4,NA,NA,NA,NA,-18,60.85,1032,-12,SE,16.9766,NA,NA
1115,2010,2,16,10,4,NA,NA,NA,NA,-17,52.17,1032,-9,SW,1.0289,NA,NA
1116,2010,2,16,11,4,NA,NA,NA,NA,-17,48.25,1032,-8,SW,2.0578,NA,NA
1117,2010,2,16,12,4,NA,NA,NA,NA,-17,38.32,1031,-5,SW,3.6011,NA,NA
1118,2010,2,16,13,4,NA,NA,NA,NA,-17,35.53,1030,-4,SW,5.1444,NA,NA
1119,2010,2,16,14,4,NA,NA,NA,NA,-17,32.97,1029,-3,SW,6.1733,NA,NA
1120,2010,2,16,15,4,NA,NA,NA,NA,-16,35.86,1029,-3,SW,7.7166,NA,NA
1121,2010,2,16,16,4,NA,NA,NA,NA,-16,35.86,1028,-3,SW,8.7455,NA,NA
1122,2010,2,16,17,4,NA,NA,NA,NA,-17,35.53,1027,-4,SW,9.2599,NA,NA
1123,2010,2,16,18,4,NA,NA,NA,NA,-16,41.67,1027,-5,SE,1.0289,NA,NA
1124,2010,2,16,19,4,NA,NA,NA,NA,-17,44.65,1027,-7,SE,1.5433,NA,NA
1125,2010,2,16,20,4,NA,NA,NA,NA,-16,56.74,1027,-9,SE,2.5722,NA,NA
1126,2010,2,16,21,4,NA,NA,NA,NA,-16,61.39,1027,-10,SE,3.6011,NA,NA
1127,2010,2,16,22,4,NA,NA,NA,NA,-17,61.12,1027,-11,SE,4.63,NA,NA
1128,2010,2,16,23,4,NA,NA,NA,NA,-17,61.12,1026,-11,SE,6.1733,NA,NA
1129,2010,2,17,0,4,NA,NA,NA,NA,-17,61.12,1026,-11,SE,7.2022,NA,NA
1130,2010,2,17,1,4,NA,NA,NA,NA,-17,61.12,1025,-11,SE,8.7455,NA,NA
1131,2010,2,17,2,4,NA,NA,NA,NA,-17,56.45,1024,-10,SE,9.7744,NA,NA
1132,2010,2,17,3,4,NA,NA,NA,NA,-16,56.74,1024,-9,SE,11.3177,NA,NA
1133,2010,2,17,4,4,NA,NA,NA,NA,-15,57.02,1023,-8,SE,12.861,NA,NA
1134,2010,2,17,5,4,NA,NA,NA,NA,-14,57.3,1022,-7,SE,14.4043,NA,NA
1135,2010,2,17,6,4,NA,NA,NA,NA,-14,57.3,1022,-7,SE,15.9476,NA,NA
1136,2010,2,17,7,4,NA,NA,NA,NA,-14,53.07,1022,-6,SE,17.4909,NA,NA
1137,2010,2,17,8,4,NA,NA,NA,NA,-14,49.17,1022,-5,SE,18.0053,NA,NA
1138,2010,2,17,9,4,NA,NA,NA,NA,-13,49.48,1022,-4,SW,1.5433,NA,NA
1139,2010,2,17,10,4,NA,NA,NA,NA,-10,58.41,1022,-3,SW,5.1444,NA,NA
1140,2010,2,17,11,4,NA,NA,NA,NA,-11,53.94,1022,-3,NW,2.5722,NA,NA
1141,2010,2,17,12,4,NA,NA,NA,NA,-13,45.91,1021,-3,NW,5.6589,NA,NA
1142,2010,2,17,13,4,NA,NA,NA,NA,-15,38.96,1021,-3,NW,7.7167,NA,NA
1143,2010,2,17,14,4,NA,NA,NA,NA,-16,38.64,1021,-4,NW,9.7745,NA,NA
1144,2010,2,17,15,4,NA,NA,NA,NA,-15,41.99,1022,-4,NW,12.3467,NA,NA
1145,2010,2,17,16,4,NA,NA,NA,NA,-16,38.64,1022,-4,NW,14.4045,NA,NA
1146,2010,2,17,17,4,NA,NA,NA,NA,-17,38.32,1022,-5,NW,15.9478,NA,NA
1147,2010,2,17,18,4,NA,NA,NA,NA,-16,48.56,1022,-7,NW,16.9767,NA,NA
1148,2010,2,17,19,4,NA,NA,NA,NA,-17,48.25,1023,-8,SW,0.5144,NA,NA
1149,2010,2,17,20,4,NA,NA,NA,NA,-16,61.39,1023,-10,SW,1.0288,NA,NA
1150,2010,2,17,21,4,NA,NA,NA,NA,-16,66.47,1023,-11,SE,1.0289,NA,NA
1151,2010,2,17,22,4,NA,NA,NA,NA,-16,72.02,1023,-12,SE,1.5433,NA,NA
1152,2010,2,17,23,4,NA,NA,NA,NA,-16,72.02,1023,-12,SE,2.5722,NA,NA
1153,2010,2,18,0,4,NA,NA,NA,NA,-16,78.1,1023,-13,SW,0.5144,NA,NA
1154,2010,2,18,1,4,NA,NA,NA,NA,-16,72.02,1024,-12,SW,1.5433,NA,NA
1155,2010,2,18,2,4,NA,NA,NA,NA,-17,71.81,1024,-13,SW,2.5722,NA,NA
1156,2010,2,18,3,4,NA,NA,NA,NA,-17,71.81,1023,-13,SE,1.0289,NA,NA
1157,2010,2,18,4,4,NA,NA,NA,NA,-17,77.92,1023,-14,SE,2.5722,NA,NA
1158,2010,2,18,5,4,NA,NA,NA,NA,-18,77.75,1023,-15,SE,3.6011,NA,NA
1159,2010,2,18,6,4,NA,NA,NA,NA,-18,77.75,1023,-15,SE,4.63,NA,NA
1160,2010,2,18,7,4,NA,NA,NA,NA,-18,84.49,1023,-16,SE,5.6589,NA,NA
1161,2010,2,18,8,4,NA,NA,NA,NA,-16,72.02,1024,-12,SE,6.6878,NA,NA
1162,2010,2,18,9,4,NA,NA,NA,NA,-15,61.65,1024,-9,SW,1.0289,NA,NA
1163,2010,2,18,10,4,NA,NA,NA,NA,-16,44.97,1023,-6,SW,3.0867,NA,NA
1164,2010,2,18,11,4,NA,NA,NA,NA,-17,35.53,1023,-4,SW,4.63,NA,NA
1165,2010,2,18,12,4,NA,NA,NA,NA,-18,30.29,1022,-3,SW,6.6878,NA,NA
1166,2010,2,18,13,4,NA,NA,NA,NA,-18,30.29,1022,-3,SW,8.7456,NA,NA
1167,2010,2,18,14,4,NA,NA,NA,NA,-17,32.97,1021,-3,SW,10.8034,NA,NA
1168,2010,2,18,15,4,NA,NA,NA,NA,-16,33.29,1020,-2,SW,12.8612,NA,NA
1169,2010,2,18,16,4,NA,NA,NA,NA,-16,33.29,1020,-2,SW,14.4045,NA,NA
1170,2010,2,18,17,4,NA,NA,NA,NA,-15,38.96,1020,-3,SW,15.9478,NA,NA
1171,2010,2,18,18,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1172,2010,2,18,19,4,NA,NA,NA,NA,-13,57.58,1020,-6,SW,1.0289,NA,NA
1173,2010,2,18,20,4,NA,NA,NA,NA,-14,53.07,1020,-6,SW,2.5722,NA,NA
1174,2010,2,18,21,4,NA,NA,NA,NA,-14,57.3,1020,-7,SW,4.1155,NA,NA
1175,2010,2,18,22,4,NA,NA,NA,NA,-15,52.77,1020,-7,SW,5.6588,NA,NA
1176,2010,2,18,23,4,NA,NA,NA,NA,-16,52.47,1019,-8,SW,7.2021,NA,NA
1177,2010,2,19,0,4,NA,NA,NA,NA,-16,52.47,1018,-8,SW,8.7454,NA,NA
1178,2010,2,19,1,4,NA,NA,NA,NA,-16,56.74,1018,-9,SW,10.2887,NA,NA
1179,2010,2,19,2,4,NA,NA,NA,NA,-16,56.74,1017,-9,SW,11.832,NA,NA
1180,2010,2,19,3,4,NA,NA,NA,NA,-18,41.03,1016,-7,SW,13.3753,NA,NA
1181,2010,2,19,4,4,NA,NA,NA,NA,-17,44.65,1016,-7,SW,14.9186,NA,NA
1182,2010,2,19,5,4,NA,NA,NA,NA,-17,48.25,1015,-8,SE,1.0289,NA,NA
1183,2010,2,19,6,4,NA,NA,NA,NA,-17,52.17,1015,-9,SE,1.5433,NA,NA
1184,2010,2,19,7,4,NA,NA,NA,NA,-17,48.25,1015,-8,SW,1.5433,NA,NA
1185,2010,2,19,8,4,NA,NA,NA,NA,-16,44.97,1015,-6,SW,3.0866,NA,NA
1186,2010,2,19,9,4,NA,NA,NA,NA,-14,42.31,1015,-3,SW,5.6588,NA,NA
1187,2010,2,19,10,4,NA,NA,NA,NA,-10,50.38,1015,-1,SW,9.2599,NA,NA
1188,2010,2,19,11,4,NA,NA,NA,NA,-10,46.84,1016,0,SW,11.8321,NA,NA
1189,2010,2,19,12,4,NA,NA,NA,NA,-13,34.25,1015,1,NW,2.0578,NA,NA
1190,2010,2,19,13,4,NA,NA,NA,NA,-12,37.13,1015,1,SW,2.0578,NA,NA
1191,2010,2,19,14,4,NA,NA,NA,NA,-11,37.45,1015,2,NW,2.5722,NA,NA
1192,2010,2,19,15,4,NA,NA,NA,NA,-14,31.56,1016,1,NW,5.1444,NA,NA
1193,2010,2,19,16,4,NA,NA,NA,NA,-12,37.13,1016,1,NW,6.6877,NA,NA
1194,2010,2,19,17,4,NA,NA,NA,NA,-11,43.26,1016,0,NW,7.7166,NA,NA
1195,2010,2,19,18,4,NA,NA,NA,NA,-10,54.23,1017,-2,NE,1.5433,NA,NA
1196,2010,2,19,19,4,NA,NA,NA,NA,-9,63.2,1018,-3,NE,3.6011,NA,NA
1197,2010,2,19,20,4,NA,NA,NA,NA,-9,63.2,1018,-3,NE,5.6589,NA,NA
1198,2010,2,19,21,4,NA,NA,NA,NA,-9,73.45,1019,-5,NE,7.7167,NA,NA
1199,2010,2,19,22,4,NA,NA,NA,NA,-10,67.88,1020,-5,SE,2.0578,NA,NA
1200,2010,2,19,23,4,NA,NA,NA,NA,-10,67.88,1020,-5,SE,3.6011,NA,NA
1201,2010,2,20,0,4,NA,NA,NA,NA,-11,62.69,1019,-5,SE,4.63,NA,NA
1202,2010,2,20,1,4,NA,NA,NA,NA,-11,73.05,1020,-7,NE,1.0289,NA,NA
1203,2010,2,20,2,4,NA,NA,NA,NA,-11,78.94,1020,-8,NE,2.5722,NA,NA
1204,2010,2,20,3,4,NA,NA,NA,NA,-11,67.65,1019,-6,NE,4.63,NA,NA
1205,2010,2,20,4,4,NA,NA,NA,NA,-11,85.35,1019,-9,NE,6.6878,NA,NA
1206,2010,2,20,5,4,NA,NA,NA,NA,-12,78.77,1018,-9,NE,8.2311,NA,NA
1207,2010,2,20,6,4,NA,NA,NA,NA,-12,85.23,1018,-10,NE,10.2889,NA,NA
1208,2010,2,20,7,4,NA,NA,NA,NA,-12,78.77,1018,-9,NE,11.8322,NA,NA
1209,2010,2,20,8,4,NA,NA,NA,NA,-11,78.94,1018,-8,NE,14.4044,NA,NA
1210,2010,2,20,9,4,NA,NA,NA,NA,-10,58.41,1018,-3,SE,2.0578,NA,NA
1211,2010,2,20,10,4,NA,NA,NA,NA,-9,50.68,1017,0,SE,4.1156,NA,NA
1212,2010,2,20,11,4,NA,NA,NA,NA,-9,40.86,1017,3,SW,2.0578,NA,NA
1213,2010,2,20,12,4,NA,NA,NA,NA,-9,38.08,1016,4,SW,4.1156,NA,NA
1214,2010,2,20,13,4,NA,NA,NA,NA,-9,35.51,1015,5,SW,6.1734,NA,NA
1215,2010,2,20,14,4,NA,NA,NA,NA,-9,35.51,1014,5,SW,8.2312,NA,NA
1216,2010,2,20,15,4,NA,NA,NA,NA,-8,38.39,1014,5,SW,10.289,NA,NA
1217,2010,2,20,16,4,NA,NA,NA,NA,-8,38.39,1013,5,SW,12.3468,NA,NA
1218,2010,2,20,17,4,NA,NA,NA,NA,-8,41.17,1013,4,SW,13.8901,NA,NA
